Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Item Count,Revenue,Cost of Goods,Gross Profit,Margin,Tax
Cioccolini ( gluten free ),Cioccolini,,Schar,international company,Cookies,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,1,0,7,0,0,0,0,0,0,0,0,16,732.05,568,164.05,0.224097,0
Red onion ( chemical free ),Exportorganiconion,,NGS,El Hoda,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,7,3,8,11,9,16,8,3,0,0,0,0,0,0,72,732,584.39,147.61,0.201653,0
Cauliflower,Cauliflower,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,7,4,8,3,16,2,0,0,0,0,2,4,6,4,4,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,731.17,606.72,124.45,0.170207,0
Inside Cairo delivery fee,InsideCairodeliveryfee,,Freight,Freight,General,,0,0,0,0,0,0,0,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,730,0,730,1,0
Spring onion ( chemical free ),Exportorganicspringonion,,NGS,El Hoda,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,13,11,12,27,11,15,10,4,0,0,0,0,0,0,117,723,557.83,165.17,0.228451,0
Spaghetti ( gluten free ) - dr schar,PastaSpaghetti,,Schar,international company,Pasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,0,3,1,5,2,2,3,3,0,0,0,0,0,0,0,30,720.5,555.75,164.75,0.228661,0
Colored bell pepper ( Chemical free ),ColoredbellpepperChemicalfree,,NGS,Sara nour,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,20,4,1,0,0,0,0,0,0,38,720.1,438.54,281.56,0.391001,0
"Goat, Sheep, and cow mixed Cheese",Iberico,,NGS,lagoon co,cheese,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,12,720,576,144,0.2,0
Olive oil (extra virgin),241007,,,Green valley,Oil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,8,720,540,180,0.25,0
Sixth of October above 300 L.E,SixthofOctoberabove300LE,,Freight,Freight,General,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,17,0,36,720,0,720,1,0
Bedouin lamb leg ( Chemical free ),391002,,,Obayed,Lamb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,712.5,570,142.5,0.2,0
Sprouts,Sprouts,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,7,5,5,9,4,10,3,0,0,0,0,0,0,0,55,710,550,160,0.225352,0
Norwegian Smoked Salmon 200g,PremiumNorwegianSmokedSalmon,,NGS,Red Sea World,Frozen,,0,0,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,709.3,556,153.3,0.216129,0
Moringa ( chemical free ),Organicfreshmoringa,,NGS,Sara nour,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,3,6,10,0,0,0,0,0,0,0,0,0,0,35,708.75,527.16,181.59,0.256212,0
Coconut oil large (organic) - for cooking,101002,,,Divine coconut,Oil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,708,510,198,0.279661,0
Finn crisp multigrain crackers,6.4105E+12,,Finn,Food stores,Crackers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,5,4,0,0,0,0,0,0,0,22,708,553.68,154.32,0.217966,0
Organic Brown Rice Pasta - Elbow,OrganicBrownRicePasta-Elbow,,Lundberg,Health Harvest,Grains & Cereal,,0,0,0,6,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,707.94,615.6,92.34,0.130435,0
Blue agave syrup,21122OG,,Wholesome Sweeteners,HV,Sweeteners,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,704.805,576,128.805,0.182753,0
Flax milk vanilla ( organic ),Flaxmilkvanilla,,Flax usa,HV,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,22,704,541.5,162.5,0.230824,0
Golden flaxseeds,1231C244,,Bob's Red Mill,HV,Cereal,,0,0,0,0,0,0,0,0,1,1,2,2,1,4,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,696,604.8,91.2,0.131034,0
Seeds sprouts,Seedssprouts,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,15,8,8,10,7,5,0,0,0,0,0,0,0,84,694,517,177,0.255043,0
Drumsticks(chemical free),Drumstickschemicalfree,,,Yasmine organic,Chemical free poultry ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,0,0,0,0,0,17,693.6,578,115.6,0.166667,0
Chicken liver,80004,,,Butcher,Poultry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,20,687.7,537.61,150.09,0.218249,0
Raspberries ( frozen ),441006,,,Quatro,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,687.5,500,187.5,0.272727,0
Granola Cinnamon Raisin,1279C124,,Bob's Red Mill,Health Harvest,Grains & Cereal,,0,0,0,1,1,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,683.1,594,89.1,0.130435,0
Old Country Style Muesli,1183C184,,Bob's Red Mill,Health Harvest,Grains & Cereal,,0,0,0,2,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,680.4,579.6,100.8,0.148148,0
Banana,Banana,,NGS,Offah,Fresh Produce,,0,0,0,20,10,14,18,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,675.62,519.58,156.04,0.230958,0
Soy milk (organic) - unsweetened,Soymilkorganic-unsweetened,,Silk,Falcon,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,7,0,1,0,0,0,0,0,0,0,0,25,675,529.25,145.75,0.215926,0
Moringa powder (organic ),Moringapowder,,NGS,Moringa reserach farm,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2,9,7,0,0,0,0,0,0,0,0,0,27,675,506.25,168.75,0.25,0
Pears (American) - imported,20019,,,Agrovate,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,36,668,503,165,0.247006,0
Fette croccanti ( gluten free ),ScharFettecroccanti,,Schar,international company,Crackers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,0,3,5,5,0,0,0,0,0,0,0,0,26,667.39,522,145.39,0.217849,0
Golden onions,Goldenonions,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,4,11,9,16,16,14,6,6,8,5,4,4,1,8,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,667.03,495.48,171.55,0.257185,0
Broccoli,Broccoli,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,47,0,0,0,0,0,5,1,0,0,0,0,0,0,99,663.75,521.68,142.07,0.214041,0
Red plums (imported),20025,,,Agrovate,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,5,24,657,399,258,0.392694,0
Baby Spinach(chemical free),BabySpinachchemicalfree,,,Tabiey,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,17,6,0,0,0,0,0,0,59,651.95,501.5,150.45,0.230769,0
Tomatoes on roots ( chemical free ),Exportorganicclustomato,,NGS,El Hoda,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,21,7,4,8,0,0,0,0,0,0,0,0,0,0,55,651.1,508.75,142.35,0.21863,0
Toast ( gluten free ),301019,,,international company,Bread,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,26,650,514.8,135.2,0.208,0
Granola bars (dark Chocolate),281091,,,HV,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,12,648,468,180,0.277778,0
Agave syrup ( organic ),271114,,Suzanne's Specialties,HV,Sweeteners,,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,647.1,567,80.1,0.123783,0
Rucola,Rucola,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,4,25,14,43,14,25,26,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,634.82,552.8,82.02,0.129202,0
Rotini ( gluten free ) - Italian,BioOrganicRotiniPasta,,NGS,Farmex,Pasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,5,6,5,0,0,1,0,0,0,0,0,0,0,22,634.75,414,220.75,0.347775,0
Lime,Lime,,Kheir Misr,Rafic,Fresh fruits,,0,0,0,0,0,0,0,0,0,1,8,5,2,4,7,4,5,7,5,10,2,4,6,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,627.35,506.7,120.65,0.192317,0
Lime ( chemical free ),Organiclime,,NGS,Sara nour,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,13,7,8,6,4,0,0,0,0,0,0,0,63,624.45,520.77,103.68,0.166034,0
Sixth of October above 300 L.E,SixthofOctoberabove300LE,,Freight,Freight,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,7,9,0,0,0,0,0,0,0,31,620,0,620,1,0
Raw Sunflower Seed Shelled,1526C204,,Bob's Red Mill,Health Harvest,Seeds,,0,0,0,1,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,618.93,538.2,80.73,0.130435,0
Gluten free chocolate cake mix,1616C164,,Bob's Red Mill,HV,Gluten free baking,,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,618.75,517.5,101.25,0.163636,0
Mushrooms,Mushrooms,,NGS,Offah,Fresh Produce,,0,0,0,14,3,4,7,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,610.2,469.35,140.85,0.230826,0
High Grade Bee Pollen Dust,140063,,NGS,Imtenan,Super foods,,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,609,505.75,103.25,0.16954,0
Hacho miso (soybean) - organic,107810,,"Eden Foods, Inc.",HV,Food supplements,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,608.3,535.5,72.8,0.119678,0
Almond milk (unsweetened),Almondmilkunsweetened,,,El_Ansary,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,608,456,152,0.25,0
Brown rice flour ( Gluten free ),BrownriceflourGlutenfree,,NGS,HV,Flour,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,5,1,0,0,0,0,0,0,15,600,480,120,0.2,0
Sixth of October - Fifth settlement delivery fee,SixthofOctober-Fifthsettlementdeliveryfee,,Freight,Freight,General,,0,0,0,2,0,2,3,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,600,0,600,1,0
Ginger jam (natural),241004,,,Green valley,Jam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,10,600,442.5,157.5,0.2625,0
Dried Dates - Kheir Misr,DriedDates,,Kheir Misr,Siwa Paradise,Dried Fruits & Nuts,,0,0,0,11,2,5,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,600,135,465,0.775,0
Premium Flax Seeds,140166,,Kheir Misr,Imtenan,Super foods,,0,0,0,1,4,4,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,597.4,410.34,187.06,0.313124,0
Disco Ciok ( gluten free ),DiscCiak,,Schar,international company,Cookies,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,6,5,0,0,0,0,0,0,0,17,593.2,444.6,148.6,0.250506,0
Cayenne Pepper,CayennePepper,,Tropical Heat,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,7,4,3,5,0,7,6,3,0,0,0,0,0,0,42,592.2,424,168.2,0.284026,0
Prune Juice (natural laxative) 946ML,40015,,,Auf,Beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,592,448,144,0.243243,0
Brown rice (short grain) - Egyptian,611001,,,GREEN TC,Rice,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,4,25,585.076382,441,144.076382,0.246252,0
Dried cranberries,1667C088,,Bob's Red Mill,HV,Dried Fruits & Nuts,,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,580.3,504,76.3,0.131484,0
Oat milk ( Original ),OatmilkOriginal,,NGS,El_Ansary,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,8,0,0,0,0,0,0,0,20,580,460,120,0.206897,0
Kiwi,20013,,,Agrovate,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,57,12,145,580,362.5,217.5,0.375,0
Flour & yeast mix ( gluten free ),Mixitflouryeast,,Schar,international company,Flour,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,2,5,1,3,0,0,0,0,0,0,0,0,20,578,458,120,0.207612,0
Berry mix ( frozen ),441002,,,Quatro,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,576,401,175,0.303819,0
Dried cherry (chemical free),Driedcherrychemicalfree,,NGS,Minnie's,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,5,3,1,0,0,0,0,0,0,22,574,464,110,0.191638,0
Baby french spinach,Babyfrenchspinach,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,2,12,11,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,573,442.68,130.32,0.227435,0
Melon,Melon,,NGS,Agrovate,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,12,21,17,19,9,3,0,0,0,0,0,0,95,571.75,443,128.75,0.225186,0
Golden Flaxseeds,GoldenFlaxseeds,,Bob's Red Mill,Health Harvest,Super foods,,0,0,0,2,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,569.4,491.4,78,0.136986,0
Organic Buckwheat,113040,,Eden,Health Harvest,Grains & Cereal,,0,0,0,3,7,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,567,510.3,56.7,0.1,0
American Red Apple,AmericanRedApple,,NGS,Offah,Fresh Produce,,0,0,0,5,1,6,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,566.62,435.83,130.79,0.230825,0
Finn crisp original crackers,6.4105E+12,,Finn,Food stores,Crackers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,1,0,0,0,0,0,0,0,0,0,18,566.4,455.4,111,0.195975,0
Raw honey (organic),461040,,,Sara nour,Honey,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,565.1,420,145.1,0.256769,0
Soya milk ( special for a perfect cappuccino),Soyamilktocreatetheperfectalproccino,,Alpro,El_Ansary,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,8,7,1,0,0,0,0,0,0,0,21,565,455.5,109.5,0.193805,0
Blueberry juice,NaturalBlueberry,,Berry company,mmb,Juices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,5,2,2,0,0,0,0,0,0,19,563,437,126,0.223801,0
Roland wild rice,41224724204,,Roland,Food stores,Rice,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,10,562.5,450,112.5,0.2,0
Shoyu soy sauce (organic),281106,,,HV,Sauces,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,560,412.5,147.5,0.263393,0
All purpose baking flour (gluten free),Allpurposebakingflour(glutenfree),,,Auf,General,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,13,559.75,455,104.75,0.187137,0
Wheat Grass,13,,NGS,Health Harvest,Super foods,,0,0,0,3,3,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,559,468,91,0.162791,0
Curry powder,Currypowder,,Tropical Heat,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,12,8,11,5,2,0,0,0,0,0,0,45,558.21,465,93.21,0.16698,0
Raw pistachio 250g,40020,,,Auf,Nuts,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,9,557.7,435,122.7,0.220011,0
Smoked salmon (frozen),Smokedsalmon,,,ABO,Fish,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,7,555.45,407.4,148.05,0.266541,0
Rib eye steak (whole sale),Ribeyesteak(wholesale),,NGS,meat and more,Whole sale,,0,5.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.655,554.19,452.4,101.79,0.183673,0
Organic spelt flakes (toasted),113060,,"Eden Foods, Inc.",HV,Cereal,,0,0,0,0,0,0,0,0,0,5,4,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,552,475.2,76.8,0.13913,0
Caramel cookies (animal shaped) - gluten free,281099,,,HV,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,12,552,405,147,0.266304,0
Molokheya (chemical free),Molokheyachemicalfree,,NGS,Sara nour,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,15,37,3,0,0,0,0,0,0,0,0,0,75,551,405,146,0.264973,0
Dark chocolate with cranberry ( organic ) - 70% cacao,Vivanicranberry70cacao,,Vivani,Egyption business systems,Chocolate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,6,1,0,0,0,0,0,0,0,13,549.75,422.3,127.45,0.231833,0
Balady eggs (chemical free),Eggchemicalfree,,,Tabiey,Eggs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,6,5,0,0,0,0,0,0,33,547.8,420.75,127.05,0.231928,0
Cookies with wheat germ,171001,,,Enan,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,1,35,546.2,514.5,31.7,0.058037,0
Dark chocolate (organic ) - 71% cacao,VivaniOrganicdark71cacao,,Vivani,Egyption business systems,Chocolate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,0,1,1,0,0,0,0,0,0,0,0,14,546,444.91,101.09,0.185147,0
Dried dates ( chemical free ),351006,,,Minnie's,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,3,36,544.4,359.5,184.9,0.33964,0
Flax milk unsweetened ( organic ),Flaxmilkunsweetened,,Flax usa,HV,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,544,423,121,0.222426,0
Cherry tomatoes,Cherrytomatoes,,NGS,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,6,9,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,540.907358,460.56,80.347358,0.148542,0
Smelling Fresh Deodrant,261024,,,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,540,432,108,0.2,0
Red cabbage,Redcabbage,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,9,1,2,3,0,2,5,5,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,534.97,418.14,116.83,0.218386,0
Beetroot,Beetroot,,NGS,Agrovate,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,16,16,59,23,1,0,0,0,0,0,0,0,0,133,532.7,365.75,166.95,0.313403,0
Rice chips ( Santa fe barbecue ),RicechipsSantafebarbecue,,NGS,HV,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,0,14,530,448,82,0.154717,0
Water melon,20035,,,Agrovate,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,528,387.46,140.54,0.266174,0
Rye bread (loaf),401003,,,Ovio,Bread,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,21,528,398.4,129.6,0.245455,0
Lolla Rossa Lettuce (chemical free),501022,,,Tabiey,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8,0,51,527.4,433.5,93.9,0.178043,0
Moringa leaves - dried ( organic ),driedmoringaleaves,,NGS,Moringa reserach farm,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,2,0,0,0,0,0,0,0,0,0,0,21,525,393.75,131.25,0.25,0
