Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015
Raw cashew nut / 250g,Cashewnutraw,,NGS,Auf,Nuts,,26.6,26.6,26.6,26.6,26.6,26.6,26.6,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,37.5,37.5,37.5,37.5,39.333333333333336,36.75,33.5,33.5,35.9,33.5,37.1,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
Chicken Breasts / 1kg,ChickenBreasts,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,45.8,45.8,45.32173913043479,46.50666666666667,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001,47.36000000000001
Apple cider vinegar ( organic ) / 473g,103480,,"Eden Foods, Inc.",HV,Vinegar,,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.316,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
Hurom slow juicer,271001,,,Hurom,Home appliance,Kitchen equipment,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0
Goji berries,221003,,,Good life,Dried fruits,Super food,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,55.266999999999996,51.62466666666667,63.104565571428566
Brown rice spaghetti ( American ) - gluten free - organic / 284g,00620-1,,Lundberg Family Farms,HV,Pasta,,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,46.125,46.125,47.25,47.25,47.25,49.5,49.5,49.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
Salmon steak,451001,,,Red Coral,Sea Food,Frozen,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,59.853846153846156,62.0
Brown rice ( Egyptian ) / 750g,PremiumBrownRice,,Kheir Misr,IMN,Rice,,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.3,12.0,12.0,12.0,8.057692307692307,7.0,7.411333333333332,8.0,7.979166666666668,7.979166666666668,7.979166666666668,7.979166666666668,7.979166666666668,7.979166666666668,7.979166666666668
Balady Whole Chicken(chemical free),501005,,,Tabiey,Poultry,"Frozen, Chemical free",47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334,47.70833333333334
Beef cubes (chemical free) - frozen,151001,,,El rancho,Beef,"Frozen, Chemical free, Beef",58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,59.361702127659576,61.310728142857144
Chicken Cutlets (Shishtawook) / 1kg,ChickenCutletsShishtawook,,NGS,Butcher,Fresh poultry,,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,41.13333333333333,48.42307692307693,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75
Basmati brown rice ( organic ) / 907g,40152EF,,Lundberg Family Farms,HV,Rice,,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
Hamburger (chemical free) - frozen,Hamburgerchemicalfree-frozen,,NGS,Assiut farmers,Chemical free beef,,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,42.4,42.0,42.0,42.0,43.125,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
Whole Chicken (chemical free),WholeChickenchemicalfree,,,Yasmine organic,Chemical free poultry ,,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,45.90000000000001,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Raw sunflower seed ( shelled ) / 566g,1526C204,,Bob's Red Mill,HV,Seeds,,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,52.5,52.5,52.5,52.5,52.5,52.5,55.0,55.0,55.0,55.0,58.0,58.0,59.714285714285715,59.714285714285715,59.714285714285715,59.714285714285715,60.0,59.11764705882353,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6
Raw walnut - shelled / 250g,WalnutShelledRaw-KG,,NGS,Auf,Nuts,,28.65,28.65,28.65,28.65,28.65,28.65,28.65,35.0,35.0,35.0,37.5,37.5,37.5,37.5,37.5,37.5,38.333333333333336,40.0,40.0,40.0,40.0,46.0,47.875,41.5,41.5,40.833333333333336,41.5,41.5,40.625,41.5,41.5,41.5,41.5,41.5,41.5,41.5
veal Picatta / 1kg,VealPicatta,,NGS,Butcher,Fresh veal,,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
Beef escalope (chemical free) - frozen,Beefescalopechemicalfree-frozen,,NGS,Assiut farmers,Chemical free beef,,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,73.0,49.0,49.0,49.0,49.0,49.58823529411765,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Beef Fillet / 1kg,BeefFillet,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,260.09,260.09,198.89999,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143,211.8142842857143
Oats with spirulina and barley grass (organic) ? super food,221014,,,Good life,Cereal,"Super food, Organic, High performance, gluten free",32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,32.44589473684211,24.44754285714286,12.449437272727273
Veal cutlets (Kabbab 7ala) / 1kg,VealcutletsKabbab7ala,,NGS,Butcher,Fresh veal,,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
Brown rice rotini ( American ) - gluten free - organic / 284g,00630-0,,Lundberg Family Farms,HV,Pasta,,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,47.0625,47.0625,47.25,47.25,48.375,49.5,49.5,49.0,49.0,49.0,49.0,49.0,48.3,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
Beef Escalope / 1kg,BeefEscalope,,NGS,Butcher,Fresh beef,,81.6,81.6,81.6,81.6,81.6,81.60000000000002,81.60000000000002,81.6,81.6,81.6,81.6,81.6,81.6,81.60000000000002,81.60000000000002,81.60000000000002,81.6,81.60000000000002,81.6,81.6,81.60000000000002,81.6,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
Banana,Banana,,Kheir Misr,Rafic,Fresh vegetables,,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,14.530999999999999,13.67,14.61875,16.2,16.2,16.2,16.2,16.09967435,16.2,16.200000000000006,16.2,19.357142857142858,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5
Oats with maca and cocoa (organic) ? super food,221013,,,Good life,Cereal,"Super food, Organic, High performance, gluten free",30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,30.084491228070178,25.25283720930233,14.604505581818184
Salmon steak ( frozen ),Salmonfresh,,NGS,Souna,Fish,,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,55.33333333333334,59.21739130434783,62.0,59.93333333333334,61.55714285714286,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
All purpose baking flour ( gluten free ) / 623g,039978004529,,Bob's Red Mill,Auf,Flour,,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.415,46.415,46.415,47.25,47.25,47.25,47.25,47.25,47.25,47.25,46.83333333333334,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
chia seeds,039978003393,,Bob's Red Mill,Auf,Seeds,,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.07857142857141,65.50171875,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48
Top side steak (chemical free) - frozen,151012,,,El rancho,Beef,"Frozen, Chemical free, Beef",58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.47368421052632,62.0
Chicken Breasts (chemical free),ChickenBreastschemicalfree,,,Yasmine organic,Chemical free poultry ,,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,65.47894736842105,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
Short grain brown rice ( eco farmed ) - organic / 907g,19761-9,,Lundberg Family Farms,HV,Rice,,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,36.52142857142857,36.52142857142857,36.52142857142857,36.75,36.75,36.9375,37.0,37.0,37.0,37.0,37.333333333333336,38.0,38.0,38.0,38.0,38.0,33.725,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
Unsweetened almond milk,Unsweetenedalmondmilk,,NGS,HV,Non-dairy milk,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,33.16417910447761,33.29,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
Beef escalope (chemical free) - frozen,151002,,,El rancho,Beef,"Frozen, Chemical free, Beef",58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,56.6962962962963,62.0
Pumpkin Seeds / 100g,130002,,Kheir Misr,IMN,Food supplements,,19.6,19.6,19.6,19.6,19.6,19.6,19.6,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,19.466666666666665,18.0,18.0,18.0,17.727272727272727,18.0,36.99230769230768,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Almond butter (home-made),Almondbutterhome-made,,Signature,Signature,spreads,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Balady eggs (organic),461002,,,Sara nour,Eggs,"Organic, Eggs",22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.71232876712329,24.0
Mushroom,6224000090531,,NGS,Souna,Fresh vegetables,,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,13.132105263157895,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.260000000000002,13.26,13.260000000000002,11.318333333333333,9.0,9.0,8.957142857142857,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Cairo,Cairo,,Freight,Freight,General,,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,12.857142857142858,13.14516129032258,14.788732394366198,15.0
Coconut oil ( Small glass jar ),CoconutoilSmallglassjar,,NGS,HV,Oil,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.75,116.50454545454544,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0
Mixed nuts (trail mix),40013,,,Auf,Nuts,Nuts,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,48.54109826589595,52.2,52.2
Low fat rice milk / 946ml,90605,,Pacific Natural Foods,HV,Milk,,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6
Yellow carrot ( chemical free ),Organicyellowcarrot,,NGS,Sara nour,Fresh vegetables,,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,13.0,13.0,13.0,13.0,13.0,13.60655737704918,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Quinoa (Chemical free) - Egyptian,quinoaChmeicalfreEgyptian,,,GL,Grains,,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.12903225806453,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
Veal Shanks (Mowaz) / 1kg,VealShanksMowaz,,Kheir Misr,Butcher,Fresh Beef & Poultry,,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
Organic Quinoa / 454g,106900,,Eden,Health Harvest,Super foods,,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68
Chicken cutlets (Shishtawook),80002,,,Butcher,Poultry,Fresh,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,56.1,66.0
Avocados (imported),20002,,,Agrovate,Fruits,Fresh,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.935483870967737,32.0
Berry mix ( frozen ),ArdoFruitberriesMix,,Ardo,Quatro,Frozen fruits,,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,65.0,65.0,49.0,49.0,49.0,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25
Beef strips (chemical free) - frozen,Beefstripschemicalfree-frozen,,NGS,Assiut farmers,Chemical free beef,,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,58.8,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
Baby spinach,babyspinach,,NGS,MAKAR,Fresh vegetables,,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.379310344827586,7.0,7.0,7.0,6.99156626506024,7.0,7.507692307692308,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Veal escalope (chemical free) - frozenfrozen,151014,,,El rancho,Veal,"Frozen, Chemical free, Veal",90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,90.95238095238096,86.18947368421053,92.0
Raw pistachio / 250g,PistachioRaw,,NGS,Auf,Nuts,,55.98,55.98,55.98,55.98,55.98,55.98,55.98,55.0,55.0,55.0,55.0,55.0,55.0,55.0,51.25,40.0,40.0,65.0,65.0,65.0,65.0,67.0,64.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
Sea salt ( potugese ) - fine grind / 453g,105390,,"Eden Foods, Inc.",HV,Spices,,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,25.875,26.25,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
Wild rice ( organic ) / 227g,432,,Lundberg Family Farms,HV,Rice,,67.5,67.5,67.5,67.5,67.5,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
Unsweetened soy milk ( Organic ) / 946ml,061001PacificOr,,Pacific Natural Foods,HV,Non-dairy milk,,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
Beef Steak / 1kg,BeefEntrecote,,NGS,Butcher,Fresh beef,,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.44999999999997,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45
Top side steak (chemical free) - frozen,Topsidesteakchemicalfree-frozen,,NGS,Assiut farmers,Chemical free beef,,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Beef top side roast / 1kg,BeefTilibianco,,Kheir Misr,Butcher,Fresh Beef & Poultry,,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49
Cucumber ( chemical free ),OrganicCucumber,,NGS,Sara nour,Fresh vegetables,,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,8.333333333333334,8.972727272727274,9.0,9.0,7.30657894736842,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Homemade bread mix ( gluten free ) / 453g,1602C164,,Bob's Red Mill,HV,Flour,,53.9,53.9,53.9,53.9,53.9,53.9,53.9,53.9,53.9,53.9,53.9,53.9,57.75,57.75,57.75,57.75,57.75,57.75,57.75,57.75,57.75,56.875,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
Tomato ( chemical free ),OrganicTomato,,NGS,Sara nour,Fresh vegetables,,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,6.5,6.578947368421053,7.0,7.0,7.0,5.284466019417475,5.0,5.542857142857144,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Raw honey,Organichoney,,Honey,El-Demirdash,Honey,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.111538461538466,37.91304347826087,37.91304347826087,37.91304347826087,37.91304347826087,37.91304347826087,37.91304347826087,37.91304347826087,37.91304347826087
Sweet pineapples,Sweetpineapples,,NGS,Agrovate,Fresh fruits,,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,31.45454545454545,32.0,32.0,32.0,32.0,32.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
